accuracy;loss;val_accuracy;val_loss
0.6364414095878601;0.6826903223991394;0.638225257396698;0.6497799754142761
0.6612489223480225;0.6717696189880371;0.6416382193565369;0.6467458605766296
0.6646706461906433;0.6680887341499329;0.6450511813163757;0.6436501741409302
0.6432848572731018;0.6713120341300964;0.658703088760376;0.6405575275421143
0.6569717526435852;0.664614200592041;0.6655290126800537;0.6376047730445862
0.669803261756897;0.6605867743492126;0.6723549365997314;0.6346228718757629
0.6646706461906433;0.6556205749511719;0.6723549365997314;0.6315814852714539
0.6723695397377014;0.65336012840271;0.6860068440437317;0.6285218000411987
0.6680923700332642;0.6532976031303406;0.703071653842926;0.6256726384162903
0.6783575415611267;0.6503886580467224;0.703071653842926;0.6228410601615906
0.6809238791465759;0.64210444688797;0.7064846158027649;0.6198576092720032
0.6920444965362549;0.6374903917312622;0.7064846158027649;0.6169002652168274
0.6954662203788757;0.6362847089767456;0.7098976373672485;0.6140867471694946
0.6766467094421387;0.6362420916557312;0.723549485206604;0.6112486124038696
0.6894781589508057;0.6338355541229248;0.7303754091262817;0.6083540320396423
0.6920444965362549;0.6308009028434753;0.7372013926506042;0.6056385636329651
0.6809238791465759;0.6308435201644897;0.7508532404899597;0.6027829647064209
0.6988879442214966;0.6243579983711243;0.7679181098937988;0.5999102592468262
0.71257483959198;0.6209251880645752;0.7713310718536377;0.59721440076828
0.699743390083313;0.6229092478752136;0.7849829196929932;0.5945544242858887
0.6946107745170593;0.6208885312080383;0.7986348271369934;0.5918844938278198
0.7074422836303711;0.6123095750808716;0.8020477890968323;0.5891100764274597
0.701454222202301;0.6170949935913086;0.8156996369361877;0.5864380598068237
0.7151411175727844;0.6099625825881958;0.8259385824203491;0.5837306976318359
0.7005987763404846;0.6145067811012268;0.8327645063400269;0.5811057686805725
0.7159965634346008;0.6051623225212097;0.8327645063400269;0.5784581899642944
0.7331052422523499;0.6005253195762634;0.8430033922195435;0.5758798718452454
0.7365269660949707;0.5996202230453491;0.849829375743866;0.5732530951499939
0.729683518409729;0.5971134305000305;0.8566552996635437;0.5706524848937988
0.7245509028434753;0.5952820181846619;0.8668941855430603;0.5681117177009583
0.7202737331390381;0.5979188084602356;0.8771331310272217;0.5657110214233398
0.7562018632888794;0.5796141624450684;0.8839590549468994;0.5630752444267273
0.7562018632888794;0.5864182114601135;0.8839590549468994;0.5606389045715332
0.7305389046669006;0.5912892818450928;0.894197940826416;0.5582084059715271
0.7348160743713379;0.586015522480011;0.9010238647460938;0.5557804107666016
0.7630453109741211;0.5712711811065674;0.9078498482704163;0.5531977415084839
0.7639007568359375;0.5781826972961426;0.9078498482704163;0.5507951974868774
0.7621899247169495;0.5781951546669006;0.9044368863105774;0.5483610033988953
0.7562018632888794;0.5737437605857849;0.9078498482704163;0.5460208058357239
0.7485029697418213;0.5770474672317505;0.9112628102302551;0.5436319708824158
0.7784430980682373;0.5643124580383301;0.9112628102302551;0.541216254234314
0.7544910311698914;0.573976457118988;0.9112628102302551;0.5389374494552612
0.772455096244812;0.5712435245513916;0.9112628102302551;0.536780059337616
0.7647562026977539;0.5716509819030762;0.9078498482704163;0.5345816016197205
0.7715996503829956;0.565385639667511;0.9112628102302551;0.5322943925857544
0.7792985439300537;0.5590887069702148;0.9112628102302551;0.5299841165542603
0.7510693073272705;0.5668084025382996;0.9112628102302551;0.5278698205947876
0.7981180548667908;0.5514271259307861;0.9180887341499329;0.525601863861084
0.7715996503829956;0.5569190979003906;0.914675772190094;0.5232915282249451
0.7998288869857788;0.5514295101165771;0.9112628102302551;0.5210896134376526
0.7792985439300537;0.5561736226081848;0.9112628102302551;0.5187867283821106
0.802395224571228;0.5505781173706055;0.9112628102302551;0.5164757966995239
0.7981180548667908;0.5489844083786011;0.914675772190094;0.514299750328064
0.7895637154579163;0.5484603047370911;0.914675772190094;0.511978268623352
0.7921300530433655;0.5445681810379028;0.9112628102302551;0.5097667574882507
0.8006843328475952;0.5399529933929443;0.914675772190094;0.5075531005859375
0.7912746071815491;0.5451691746711731;0.9180887341499329;0.5053684115409851
0.7946963310241699;0.5383792519569397;0.9180887341499329;0.5031992197036743
0.785286545753479;0.5318269729614258;0.9180887341499329;0.5008755326271057
0.7989735007286072;0.5320669412612915;0.9180887341499329;0.49860307574272156
0.7878528833389282;0.53678297996521;0.9180887341499329;0.49651283025741577
0.7929854393005371;0.5402413010597229;0.9180887341499329;0.49440956115722656
0.8118049502372742;0.5232060551643372;0.9180887341499329;0.4921438694000244
0.8092386722564697;0.5225716233253479;0.9180887341499329;0.48993241786956787
0.8143712282180786;0.5301676988601685;0.9180887341499329;0.48776042461395264
0.7955517768859863;0.5263342261314392;0.9180887341499329;0.48550596833229065
0.8203592896461487;0.5228793621063232;0.9180887341499329;0.4833392798900604
0.8126603960990906;0.5224107503890991;0.9180887341499329;0.4811896085739136
0.8177930116653442;0.5238456726074219;0.9180887341499329;0.4790381193161011
0.8075277805328369;0.5157750248908997;0.914675772190094;0.476924329996109
0.8032506704330444;0.520054280757904;0.914675772190094;0.47481855750083923
0.8092386722564697;0.5156731009483337;0.914675772190094;0.4727659225463867
0.8203592896461487;0.5089905858039856;0.914675772190094;0.4706725478172302
0.8066723942756653;0.5117642879486084;0.914675772190094;0.4685325622558594
0.813515841960907;0.5056983828544617;0.914675772190094;0.46643978357315063
0.7895637154579163;0.5167423486709595;0.9112628102302551;0.4645472764968872
0.802395224571228;0.5108648538589478;0.9112628102302551;0.46259379386901855
0.8143712282180786;0.5084941983222961;0.9112628102302551;0.4606446623802185
0.8195038437843323;0.5008657574653625;0.9112628102302551;0.45855268836021423
0.8126603960990906;0.5006305575370789;0.9112628102302551;0.45658645033836365
0.8195038437843323;0.4941142499446869;0.9112628102302551;0.45453277230262756
0.8100941181182861;0.5022646188735962;0.9112628102302551;0.4526014029979706
0.8280581831932068;0.49381518363952637;0.9112628102302551;0.4506736397743225
0.8049615025520325;0.5062247514724731;0.9112628102302551;0.44890227913856506
0.8212147355079651;0.4947974979877472;0.9112628102302551;0.4470832347869873
0.8349016308784485;0.48563075065612793;0.914675772190094;0.4452399015426636
0.8160821199417114;0.49405717849731445;0.914675772190094;0.44343575835227966
0.8092386722564697;0.49307316541671753;0.914675772190094;0.4416889250278473
0.8246364593505859;0.4921850860118866;0.914675772190094;0.4399009346961975
0.8297690153121948;0.4865235388278961;0.914675772190094;0.438044935464859
0.8272027373313904;0.4859561622142792;0.914675772190094;0.4362342059612274
0.8314799070358276;0.47742873430252075;0.914675772190094;0.43441134691238403
0.8169375658035278;0.4795256555080414;0.914675772190094;0.43270933628082275
0.8229255676269531;0.47460252046585083;0.914675772190094;0.4308431148529053
0.8229255676269531;0.4777680039405823;0.9180887341499329;0.4291665256023407
0.8340461850166321;0.4705266058444977;0.9180887341499329;0.4273914396762848
0.843455970287323;0.4665665328502655;0.9180887341499329;0.42558401823043823
0.8212147355079651;0.4706800580024719;0.9180887341499329;0.42381715774536133
0.8237810134887695;0.4753148555755615;0.9180887341499329;0.4220844507217407
0.8254918456077576;0.4717777967453003;0.9180887341499329;0.42037302255630493
0.8195038437843323;0.47439807653427124;0.914675772190094;0.41871193051338196
0.8237810134887695;0.46759435534477234;0.9180887341499329;0.41715410351753235
0.8357570767402649;0.4653123915195465;0.914675772190094;0.4154134690761566
0.826347291469574;0.46978190541267395;0.914675772190094;0.41374725103378296
0.8160821199417114;0.47119882702827454;0.9180887341499329;0.4121815860271454
0.8280581831932068;0.4642978310585022;0.9180887341499329;0.410673052072525
0.826347291469574;0.4604809582233429;0.9180887341499329;0.4091506600379944
0.832335352897644;0.4532037377357483;0.9180887341499329;0.4075360596179962
0.826347291469574;0.4595153033733368;0.9180887341499329;0.40602871775627136
0.832335352897644;0.46007615327835083;0.9180887341499329;0.4043731093406677
0.8195038437843323;0.45919427275657654;0.9180887341499329;0.4030180275440216
0.8400342464447021;0.4515565037727356;0.9180887341499329;0.4013851583003998
0.8220701217651367;0.45437145233154297;0.9180887341499329;0.39987513422966003
0.8391788005828857;0.44662943482398987;0.9180887341499329;0.3982340693473816
0.8118049502372742;0.451508492231369;0.9180887341499329;0.39676785469055176
0.8254918456077576;0.4558112323284149;0.9180887341499329;0.39541298151016235
0.832335352897644;0.4467249810695648;0.9180887341499329;0.39394256472587585
0.8331907391548157;0.4486866593360901;0.9180887341499329;0.3924969732761383
0.8254918456077576;0.4411821961402893;0.9180887341499329;0.3910452127456665
0.832335352897644;0.4410105347633362;0.9180887341499329;0.38953346014022827
0.8297690153121948;0.45315825939178467;0.9180887341499329;0.38808444142341614
0.8254918456077576;0.4500010907649994;0.9180887341499329;0.3866705298423767
0.8254918456077576;0.4465806186199188;0.9180887341499329;0.38533011078834534
0.8160821199417114;0.45061081647872925;0.9180887341499329;0.3839755058288574
0.8237810134887695;0.45178550481796265;0.9180887341499329;0.38262930512428284
0.8254918456077576;0.43875569105148315;0.9180887341499329;0.38130858540534973
0.8280581831932068;0.437818318605423;0.9180887341499329;0.3799276649951935
0.8212147355079651;0.434009313583374;0.9180887341499329;0.378599613904953
0.8195038437843323;0.437552273273468;0.914675772190094;0.3772805631160736
0.8297690153121948;0.43573155999183655;0.914675772190094;0.3759664297103882
0.8272027373313904;0.43202799558639526;0.914675772190094;0.37467679381370544
0.8306244611740112;0.4394213855266571;0.914675772190094;0.3733748197555542
0.8331907391548157;0.4274001717567444;0.914675772190094;0.3720627427101135
0.8272027373313904;0.4324132800102234;0.9180887341499329;0.3706509470939636
0.8331907391548157;0.431778222322464;0.9180887341499329;0.36930057406425476
0.8289136290550232;0.42795872688293457;0.9180887341499329;0.3681069612503052
0.8195038437843323;0.42921262979507446;0.9180887341499329;0.36696428060531616
0.8195038437843323;0.4335017204284668;0.9180887341499329;0.3657214641571045
0.8186483979225159;0.4224693477153778;0.914675772190094;0.36453670263290405
0.8554319739341736;0.4169800579547882;0.9180887341499329;0.3631495535373688
0.8289136290550232;0.4282630980014801;0.9180887341499329;0.3618745505809784
0.8280581831932068;0.42504173517227173;0.9180887341499329;0.36068323254585266
0.8426005244255066;0.407097727060318;0.914675772190094;0.3594852089881897
0.8314799070358276;0.4140781760215759;0.914675772190094;0.3582894504070282
0.8366124629974365;0.41731372475624084;0.914675772190094;0.3570733368396759
0.8246364593505859;0.4169640839099884;0.914675772190094;0.35585036873817444
0.832335352897644;0.4157607853412628;0.914675772190094;0.3547719717025757
0.8366124629974365;0.40953177213668823;0.914675772190094;0.3535642623901367
0.832335352897644;0.41802817583084106;0.914675772190094;0.352415531873703
0.8220701217651367;0.415924608707428;0.914675772190094;0.35131752490997314
0.8177930116653442;0.4254029393196106;0.914675772190094;0.35030806064605713
0.8374679088592529;0.4028596878051758;0.914675772190094;0.3491082191467285
0.8417450785636902;0.39847689867019653;0.914675772190094;0.3479320704936981
0.8297690153121948;0.40636077523231506;0.914675772190094;0.34669050574302673
0.8229255676269531;0.4147021472454071;0.914675772190094;0.34574371576309204
0.826347291469574;0.4100028872489929;0.914675772190094;0.3446052074432373
0.8272027373313904;0.4061283469200134;0.914675772190094;0.34351569414138794
0.8340461850166321;0.40720218420028687;0.914675772190094;0.3423754572868347
0.8306244611740112;0.4059424102306366;0.914675772190094;0.34126707911491394
0.8306244611740112;0.4001688063144684;0.914675772190094;0.34017419815063477
0.8357570767402649;0.3985462188720703;0.914675772190094;0.3391110897064209
0.8383233547210693;0.409009724855423;0.914675772190094;0.33798760175704956
0.8280581831932068;0.4027199447154999;0.914675772190094;0.33689841628074646
0.843455970287323;0.39806076884269714;0.914675772190094;0.3358266353607178
0.8383233547210693;0.3889777362346649;0.914675772190094;0.3348088264465332
0.813515841960907;0.4081474840641022;0.914675772190094;0.33395931124687195
0.8289136290550232;0.4025322198867798;0.914675772190094;0.33300068974494934
0.8340461850166321;0.3846713602542877;0.914675772190094;0.3318793475627899
0.8229255676269531;0.392361581325531;0.914675772190094;0.33086445927619934
0.8254918456077576;0.3942415714263916;0.914675772190094;0.3298693895339966
0.832335352897644;0.40307068824768066;0.914675772190094;0.32889774441719055
0.8297690153121948;0.39642760157585144;0.914675772190094;0.32798221707344055
0.8212147355079651;0.4002370834350586;0.914675772190094;0.32698675990104675
0.8186483979225159;0.3938128352165222;0.914675772190094;0.3261243402957916
0.8297690153121948;0.38582751154899597;0.914675772190094;0.32521483302116394
0.8272027373313904;0.3881950080394745;0.914675772190094;0.3241870701313019
0.8331907391548157;0.38764020800590515;0.914675772190094;0.3231019377708435
0.8246364593505859;0.39111948013305664;0.914675772190094;0.32218989729881287
0.8289136290550232;0.38801470398902893;0.914675772190094;0.3212844133377075
0.8186483979225159;0.3893960118293762;0.914675772190094;0.320340633392334
0.8426005244255066;0.3809754550457001;0.914675772190094;0.31938624382019043
0.8254918456077576;0.3976968228816986;0.914675772190094;0.3184935450553894
0.8331907391548157;0.3738674521446228;0.914675772190094;0.3174726665019989
0.8374679088592529;0.38316887617111206;0.914675772190094;0.31646764278411865
0.8254918456077576;0.3792492151260376;0.914675772190094;0.31545788049697876
0.8383233547210693;0.3696894347667694;0.914675772190094;0.314452201128006
0.8297690153121948;0.3813154697418213;0.914675772190094;0.3135496973991394
0.832335352897644;0.3751768171787262;0.914675772190094;0.3127165138721466
0.8272027373313904;0.3737585246562958;0.914675772190094;0.31188124418258667
0.8306244611740112;0.3776995837688446;0.914675772190094;0.3110876679420471
0.8357570767402649;0.3693118393421173;0.914675772190094;0.31015270948410034
0.832335352897644;0.37482988834381104;0.914675772190094;0.30929285287857056
0.815226674079895;0.37857434153556824;0.914675772190094;0.3085150718688965
0.815226674079895;0.37871217727661133;0.914675772190094;0.3078043460845947
0.8229255676269531;0.3769466280937195;0.914675772190094;0.30701056122779846
0.832335352897644;0.3722216784954071;0.914675772190094;0.30621591210365295
0.8246364593505859;0.37543630599975586;0.914675772190094;0.3053765594959259
0.8297690153121948;0.36500269174575806;0.914675772190094;0.3046008050441742
0.8237810134887695;0.3720088303089142;0.914675772190094;0.30390074849128723
0.8357570767402649;0.36331063508987427;0.914675772190094;0.3030434250831604
0.8212147355079651;0.3714739978313446;0.914675772190094;0.30221542716026306
0.8289136290550232;0.3699946105480194;0.914675772190094;0.30143725872039795
0.8297690153121948;0.36829662322998047;0.914675772190094;0.3006538152694702
0.8340461850166321;0.3634103536605835;0.914675772190094;0.29993611574172974
0.8366124629974365;0.35387223958969116;0.914675772190094;0.29916223883628845
0.8280581831932068;0.362073689699173;0.914675772190094;0.2984725832939148
0.8366124629974365;0.3573598861694336;0.914675772190094;0.2976595461368561
